Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q418	-511	22	DJD34 pl.XXIX:20
4Q468	-511	23	DJD36 pl.XXX:r
4Q468	-511	24	DJD36 pl.XXX:s
4Q468	-511	25	small frag
4Q468	-511	26	small frag
4Q468	-511	27	small frag
4Q468	-511	28	small frag
4Q468	-511	29	small frag
4Q468	-511	30	small frag
4Q468	-511	31	small frag
4Q468	-511	32	DJD36 pl.XXX:u
4Q468	-511	33	small frag
4Q9999	-19	13	
4Q9999	-19	14	
4Q9999	-19	15	
4Q9999	-19	16	
4Q9999	-19	17	
4Q9999	-19	18	
4Q9999	-19	19	
4Q9999	-19	20	
4Q9999	-19	21	
4Q9999	-19	22	
4Q9999	-19	23	
4Q9999	-19	24	
4Q9999	-19	25	
4Q9999	-19	26	
4Q9999	-19	27	
4Q9999	-19	28	
4Q9999	-19	29	
4Q9999	-19	30	
4Q9999	-19	31	
4Q9999	-19	32	
4Q9999	-19	33	
4Q9999	-19	34	
4Q9999	-19	35	
4Q9999	-19	36	
4Q9999	-19	37	
4Q9999	-19	38	
4Q9999	-19	39	
4Q9999	-19	40	
4Q9999	-19	41	
4Q9999	-19	42	
4Q9999	-19	43	
4Q9999	-19	44	
4Q9999	-19	45	
4Q9999	-19	46	
4Q9999	-19	47	
4Q9999	-19	48	
4Q9999	-19	49	
4Q9999	-19	50	
4Q9999	-19	51	
4Q9999	-19	52	
4Q9999	-19	53	
4Q9999	-19	54	
4Q9999	-19	55	
4Q9999	-19	56	
4Q9999	-19	57	
4Q223	-134	1	DJD13 pl.VII:1
4Q223	-134	2	DJD13 pl.VII:2a+2b
4Q223	-134	3	DJD13 pl.VII:15
4Q223	-134	4	DJD13 pl.VII:5+6
4Q223	-134	5	DJD13 pl.VII:16
4Q223	-134	6	DJD13 pl.VII:7a+7b+7d
4Q223	-134	7	DJD13 pl.VII:17a+17b
4Q223	-134	8	DJD13 pl.VII:17a
4Q223	-134	9	DJD13 pl.VII:7c
4Q223	-134	10	DJD13 pl.VII:7c
4Q223	-134	11	DJD13 pl.VII:18
4Q223	-134	12	DJD13 pl.VII:7a
4Q223	-134	13	DJD13 pl.VII:8
4Q223	-134	14	DJD13 pl.VII:7b
4Q223	-134	15	DJD13 pl.VII:9
4Q223	-134	16	DJD13 pl.VII:11
4Q223	-134	17	DJD13 pl.VII:3a
4Q223	-134	18	DJD13 pl.VII:10
4Q223	-134	19	DJD13 pl.VII:19
4Q223	-134	20	DJD13 pl.VII:3b
4Q223	-134	21	DJD13 pl.VII:20
4Q223	-134	22	DJD13 pl.VII:12
4Q223	-134	23	DJD13 pl.VII:13
4Q223	-134	24	DJD13 pl.VII:14
4Q223	-134	25	DJD13 pl.VII:4
4Q223	-134	26	DJD13 pl.VIII:41
4Q223	-135	1	DJD13 pl.VIII:31
4Q223	-135	2	DJD13 pl.VIII:21
4Q223	-135	3	DJD13 pl.VIII:32
4Q223	-135	4	DJD13 pl.VIII:22
4Q223	-135	5	DJD13 pl.VIII:31
4Q223	-135	6	DJD13 pl.VIII:23
4Q223	-135	7	DJD13 pl.VIII:21
4Q223	-135	8	DJD13 pl.VIII:24
4Q223	-135	9	DJD13 pl.VIII:25
4Q223	-135	10	DJD13 pl.VIII:33
4Q223	-135	11	DJD13 pl.VIII:26
4Q223	-135	12	DJD13 pl.VIII:34
4Q223	-135	13	DJD13 pl.VIII:35
4Q223	-135	14	DJD13 pl.VIII:36
4Q223	-135	15	DJD13 pl.VIII:37
4Q223	-135	16	DJD13 pl.VIII:38
4Q223	-135	17	DJD13 pl.VIII:28
4Q223	-135	18	DJD13 pl.VIII:40
4Q223	-135	19	DJD13 pl.VIII:29
4Q223	-135	20	DJD13 pl.VIII:30
4Q223	-135	21	DJD13 pl.VIII:39
4Q224	-136	1	DJD13 pl.IX:42
4Q224	-136	2	DJD13 pl.IX:48
4Q224	-136	3	DJD13 pl.IX:44
4Q224	-136	4	DJD13 pl.IX:43
4Q224	-136	5	DJD13 pl.IX:51
4Q224	-136	6	DJD13 pl.IX:45
4Q224	-136	7	DJD13 pl.IX:49
4Q224	-136	8	DJD13 pl.IX:47
4Q224	-136	9	DJD13 pl.IX:46
4Q224	-136	10	DJD13 pl.IX:50
4Q224	-136	11	DJD13 pl.IX:58
4Q224	-136	12	DJD13 pl.IX:52:
4Q224	-136	13	DJD13 pl.IX:57
4Q224	-136	14	DJD13 pl.IX:59
4Q224	-136	15	DJD13 pl.IX:56
4Q224	-136	16	DJD13 pl.IX:53
4Q224	-136	17	DJD13 pl.IX:55
4Q224	-136	18	DJD13 pl.IX:54
4Q224	-136	19	DJD13 pl.IX:62
4Q224	-136	20	DJD13 pl.IX:69
4Q224	-136	21	DJD13 pl.IX:66
4Q224	-136	22	DJD13 pl.IX:63
4Q224	-136	23	DJD13 pl.IX:68
4Q224	-136	24	DJD13 pl.IX:65
4Q224	-136	25	DJD13 pl.IX:60
4Q224	-136	26	DJD13 pl.IX:64
4Q224	-136	27	DJD13 pl.IX:67
4Q224	-136	28	DJD13 pl.IX:61
4Q224	-136	29	DJD13 pl.IX:
Mas740	(*60)	1	MAS2 pl.8:740
4Q9999	-19	58	
4Q9999	-19	59	
4Q9999	-19	60	
Mas737	(*55)	4	MAS2 pl.7
Mas739	(*54)	1	MAS2 pl.8
4Q9999	-19	61	
4Q9999	-19	62	
4Q9999	-19	63	
4Q9999	-19	64	
4Q9999	-19	65	
4Q9999	-19	66	
4Q9999	-19	67	
4Q9999	-19	68	
4Q9999	-19	69	
4Q9999	-19	70	
4Q9999	-19	71	
4Q9999	-19	72	
4Q9999	-19	73	
4Q9999	-19	74	
4Q9999	-19	75	
4Q9999	-39	1	
4Q9999	-39	2	
4Q9999	-39	3	
Mas 1n	(*92)	1	MAS6 pg.133
Mas 1m	(*82)	1	MAS6 pg.99:1
Mas 1m	(*82)	2	MAS6 pg.99:2a
Mas 1m	(*82)	3	MAS6 pg.99:2
Mas 1m	(*82)	4	MAS6 pg.99:4d
Mas 1m	(*82)	5	MAS6 pg.99:5
Mas 1m	(*82)	6	MAS6 pg.99:2e
Mas 1m	(*82)	7	MAS6 pg.99:3a
Mas 1m	(*82)	8	MAS6 pg.99:2b
Mas 1m	(*82)	9	MAS6 pg.99:3b
Mas 1m	(*82)	10	MAS6 pg.99:4c
Mas 1m	(*82)	11	MAS6 pg.99:4b
Mas 1m	(*82)	12	MAS6 pg.99:4a
Mas 1m	(*82)	13	MAS6 pg.99:2d
Mas 1m	(*82)	14	MAS6 pg.99:4d
Mas 1m	(*82)	15	MAS6 pg.99
Mas 1m	(*82)	16	MAS6 pg.99:2c
Mas728	(*77)	1	MAS2 pl.5:728b
Mas728	(*77)	2	MAS2 pl.5:728b
Mas728	(*77)	3	MAS2 pl.5:728c
Mas728	(*77)	4	MAS3 pl.5:728a
Mas728	(*77)	5	MAS2 pl.5:728a
Mas729	(*71)	1	MAS2 pl.6
4Q9999	-39	4	
4Q9999	-39	5	
4Q9999	-39	6	
4Q9999	-39	7	
4Q9999	-39	8	
Mas730	(*61)	1	MAS2 pl.6:730a
Mas730	(*61)	2	MAS2 pl.6:730b
Mas730	(*61)	3	MAS2 pl.8:730c
4Q9999	-39	9	
4Q9999	-39	10	
4Q9999	-39	11	
4Q9999	-39	12	
4Q9999	-39	13	
4Q9999	-39	14	
4Q9999	-39	15	
4Q9999	-39	16	
4Q9999	-39	17	
4Q9999	-39	18	
4Q9999	-39	19	
4Q9999	-39	20	
4Q9999	-39	21	
4Q9999	-39	22	
4Q9999	-39	23	
4Q9999	-39	24	
4Q9999	-39	25	
4Q9999	-39	26	
4Q9999	-39	27	
4Q9999	-39	28	
4Q9999	-39	29	
4Q9999	-39	30	
4Q9999	-39	31	
4Q9999	-39	32	
4Q9999	-39	33	
4Q9999	-39	34	
4Q9999	-39	35	
4Q9999	-39	36	
4Q9999	-39	37	
11Q10	-1311	1	DJD23 pl.X6a
4Q9999	-39	38	
4Q9999	-39	39	
4Q9999	-39	40	
4Q9999	-39	41	
4Q9999	-39	42	
4Q9999	-39	43	
4Q9999	-39	44	
4Q9999	-39	45	
4Q9999	-39	46	
4Q9999	-39	47	
4Q302	-356	1	DJD20 pl.X:2
4Q302	-356	2	DJD20 pl.XI:3
4Q302	-356	3	"DJD20 pl.XI:3b

"
4Q302	-356	4	DJD20 pl.XI:3c
4Q302	-356	5	DJD20 pl.XI:3a
4Q9999	-39	48	
4Q9999	-39	49	
4Q9999	-39	50	
4Q9999	-39	51	
4Q9999	-39	52	
4Q9999	-39	53	
4Q9999	-39	54	
4Q9999	-39	55	
4Q9999	-39	56	
4Q9999	-39	57	
4Q9999	-39	58	
4Q9999	-39	59	
4Q9999	-39	60	
4Q9999	-39	61	
4Q9999	-39	62	
4Q9999	-39	63	
4Q9999	-39	64	
4Q9999	-43	1	
4Q9999	-43	2	
4Q9999	-43	3	
4Q9999	-43	4	
4Q9999	-43	5	
4Q9999	-43	6	
4Q9999	-43	7	
4Q9999	-43	8	
4Q9999	-43	9	
4Q9999	-43	10	
4Q9999	-43	11	
4Q9999	-43	12	
4Q9999	-43	13	
4Q9999	-43	14	
4Q9999	-43	15	
4Q9999	-43	16	
4Q9999	-43	17	
4Q9999	-43	18	
4Q9999	-43	19	
4Q9999	-43	20	
4Q9999	-43	21	
4Q9999	-43	22	
4Q9999	-43	23	
4Q9999	-43	24	
4Q9999	-43	25	
4Q9999	-43	26	
4Q9999	-43	27	
4Q9999	-43	28	
4Q9999	-43	29	
4Q9999	-43	30	
4Q9999	-43	31	
4Q9999	-43	32	
4Q9999	-43	33	
4Q9999	-43	34	
4Q9999	-43	35	
4Q9999	-43	36	
4Q9999	-43	37	
4Q9999	-43	38	
4Q9999	-43	39	
4Q9999	-43	40	
4Q9999	-43	41	
4Q9999	-43	42	
4Q9999	-43	43	
4Q9999	-43	44	
4Q9999	-43	45	
4Q9999	-43	46	
4Q9999	-43	47	
4Q9999	-43	48	
4Q9999	-43	49	
4Q9999	-43	50	
4Q9999	-43	51	
4Q9999	-43	52	
4Q9999	-43	53	
4Q9999	-43	54	
4Q9999	-43	55	
4Q9999	-43	56	
4Q9999	-43	57	
4Q9999	-43	58	
4Q9999	-43	59	
4Q9999	-43	60	
4Q9999	-43	61	
4Q9999	-43	62	
4Q9999	-43	63	
4Q9999	-43	64	
4Q9999	-43	65	
4Q9999	-43	66	
4Q9999	-43	67	
4Q9999	-43	68	
4Q9999	-43	69	
4Q9999	-43	70	
4Q9999	-43	71	
4Q9999	-43	72	
4Q9999	-43	73	
4Q9999	-43	74	
4Q9999	-43	75	
4Q9999	-43	76	
4Q9999	-43	77	
4Q9999	-43	78	
4Q9999	-43	79	
4Q9999	-43	80	
4Q9999	-43	81	
4Q9999	-43	82	
4Q9999	-43	83	
4Q9999	-43	84	
4Q9999	-43	85	
4Q9999	-43	86	
4Q9999	-43	87	
4Q9999	-43	88	
4Q9999	-43	89	
4Q9999	-43	90	
4Q9999	-43	91	
4Q9999	-43	92	
4Q9999	-43	93	
4Q9999	-43	94	
4Q9999	-68	1	
4Q9999	-68	2	
4Q9999	-68	3	
4Q9999	-68	4	
4Q9999	-68	5	
4Q9999	-68	6	
4Q9999	-68	7	
4Q9999	-68	8	
4Q9999	-68	9	
4Q9999	-68	10	
4Q9999	-68	11	
4Q9999	-68	12	
4Q9999	-68	13	
4Q9999	-68	14	
4Q9999	-68	15	
4Q9999	-68	16	
4Q9999	-68	17	
4Q9999	-69	1	DJD33 pl.XXXV:7
4Q9999	-69	2	DJD33 pl.XXXV:5
4Q9999	-69	3	DJD33 pl.XXXV:6
4Q9999	-69	4	DJD33 pl.XXXV:10
4Q9999	-69	5	DJD33 pl.XXXV:1
4Q9999	-69	6	DJD33 pl.XXXV:9
4Q9999	-69	7	DJD33 pl.XXXV:8
4Q9999	-69	8	DJD33 pl.XXXV:19
4Q9999	-69	9	DJD33 pl.XXXV:17
4Q9999	-69	10	DJD33 pl.XXXV:22
4Q9999	-69	11	DJD33 pl.XXXV:11
4Q9999	-69	12	DJD33 pl.XXXV:12
4Q9999	-69	13	DJD33 pl.XXXV:20
4Q9999	-69	14	DJD33 pl.XXXV:21
4Q9999	-69	15	DJD33 pl.XXXV:18
4Q9999	-69	16	DJD33 pl.XXXV:13
4Q9999	-69	17	DJD33 pl.XXXV:14
4Q9999	-69	18	DJD33 pl.XXXV:25
4Q9999	-69	19	DJD33 pl.XXXV:24
4Q9999	-69	20	DJD33 pl.XXXV:27
4Q9999	-69	21	DJD33 pl.XXXV:26
4Q9999	-69	22	DJD33 pl.XXXV:28
4Q9999	-69	23	DJD33 pl.XXXV:29
4Q9999	-69	24	DJD33 pl.XXXV:39
4Q9999	-69	25	DJD33 pl.XXXV:38
4Q9999	-69	26	DJD33 pl.XXXV:35
4Q9999	-69	27	DJD33 pl.XXXV:48
4Q9999	-69	28	DJD33 pl.XXXV:47
4Q9999	-69	29	DJD33 pl.XXXV:45
4Q9999	-69	30	DJD33 pl.XXXV:57
4Q9999	-69	31	DJD33 pl.XXXV:58
4Q9999	-69	32	DJD33 pl.XXXV:51
4Q9999	-69	33	DJD33 pl.XXXV:50
4Q9999	-69	34	DJD33 pl.XXXV:55
4Q9999	-69	35	DJD33 pl.XXXV:56
4Q9999	-69	36	DJD33 pl.XXXV:60
4Q9999	-69	37	DJD33 pl.XXXV:64
4Q9999	-69	38	DJD33 pl.XXXV:66
4Q9999	-69	39	DJD33 pl.XXXV:61
4Q9999	-69	40	DJD33 pl.XXXV:59
4Q9999	-69	41	DJD33 pl.XXXV:65
4Q9999	-69	42	DJD33 pl.XXXV:70
4Q9999	-69	43	DJD33 pl.XXXV:69
4Q9999	-69	44	DJD33 pl.XXXV:74
4Q9999	-69	45	DJD33 pl.XXXV:73
4Q9999	-69	46	DJD33 pl.XXXV:72
4Q9999	-69	47	DJD33 pl.XXXV:75
4Q9999	-69	48	DJD33 pl.XXXV:79
4Q9999	-69	49	DJD33 pl.XXXV:77
4Q9999	-69	50	DJD33 pl.XXXV:81
4Q9999	-69	51	DJD33 pl.XXXV:80
4Q9999	-69	52	DJD33 pl.XXXV:84
4Q9999	-69	53	DJD33 pl.XXXV:85
4Q9999	-69	54	DJD33 pl.XXXV:82
4Q9999	-69	55	DJD33 pl.XXXV:83
4Q9999	-69	56	DJD33 pl.XXXV:92
4Q9999	-69	57	DJD33 pl.XXXV:91
4Q9999	-69	58	DJD33 pl.XXXV:86
4Q9999	-69	59	DJD33 pl.XXXV:89
4Q9999	-69	60	DJD33 pl.XXXV:88
4Q9999	-69	61	DJD33 pl.XXXV:87
4Q9999	-68	18	
4Q9999	-68	19	
4Q9999	-68	20	
4Q9999	-68	21	
4Q9999	-68	22	
4Q9999	-68	23	
4Q9999	-68	24	
4Q9999	-68	25	
4Q9999	-68	26	
4Q9999	-68	27	
4Q9999	-68	28	
4Q9999	-68	29	
4Q9999	-68	30	
4Q9999	-68	31	
4Q9999	-68	32	
4Q9999	-68	33	
4Q9999	-68	34	
4Q9999	-68	35	
4Q9999	-68	36	
4Q9999	-68	37	
4Q9999	-68	38	
4Q9999	-68	39	
4Q9999	-68	40	
4Q9999	-68	41	
4Q9999	-68	42	
4Q9999	-68	43	
4Q9999	-68	44	
4Q9999	-68	45	
4Q9999	-68	46	
4Q9999	-68	47	
4Q9999	-68	48	
4Q9999	-68	49	
4Q9999	-68	50	
4Q9999	-68	51	
4Q9999	-68	52	
4Q9999	-68	53	
4Q9999	-68	54	
4Q9999	-68	55	
4Q9999	-68	56	
4Q9999	-68	57	
4Q9999	-68	58	
4Q9999	-68	59	
4Q9999	-68	60	
4Q9999	-68	61	
4Q9999	-68	62	
4Q9999	-68	63	
4Q9999	-68	64	
4Q9999	-68	65	
4Q9999	-68	66	
4Q9999	-68	67	
4Q9999	-68	68	
4Q9999	-68	69	
4Q9999	-68	70	
4Q9999	-68	71	
4Q9999	-68	72	
4Q9999	-68	73	
4Q9999	-68	74	
4Q9999	-68	75	
4Q9999	-71	1	
4Q9999	-71	2	
4Q9999	-71	3	
4Q9999	-71	4	
4Q9999	-71	5	
4Q9999	-71	6	
4Q9999	-71	7	
4Q9999	-71	8	
4Q9999	-71	9	
4Q9999	-71	10	
4Q9999	-71	11	
4Q9999	-71	12	
4Q9999	-71	13	
4Q9999	-71	14	
4Q9999	-71	15	
4Q9999	-71	16	
4Q9999	-71	17	
4Q9999	-71	18	
4Q9999	-71	19	
4Q9999	-71	20	
4Q9999	-71	21	
4Q9999	-71	22	
4Q9999	-71	23	
4Q9999	-71	24	
4Q9999	-71	25	
4Q9999	-71	26	
4Q9999	-71	27	
4Q9999	-71	28	
4Q9999	-71	29	
4Q9999	-71	30	
4Q9999	-71	31	
4Q9999	-71	32	
4Q9999	-71	33	
XHev/Se23	-536	1	DJD27 pl.XIV
XHev/Se23	-536	2	DJD27 pl.XIV
XHev/Se23	-536	3	DJD27 pl.XIV
XHev/Se24	-536	4	DJD27 pl.XV
XHev/Se24	-536	5	DJD27 pl.XVI:k
XHev/Se24	-536	6	DJD27 pl.XVI:j
XHev/Se24	-536	7	DJD27 pl.XVI:i
XHev/Se24	-536	8	DJD27 pl.XVI:b
XHev/Se24	-536	9	DJD27 pl.XVI:a,c,d,e,f
XHev/Se24	-536	10	DJD27 pl.XVI:g
XHev/Se24	-536	11	DJD27 pl.XVI:n
XHev/Se24	-536	12	DJD27 pl.XVI:l
XHev/Se24	-536	13	DJD27 pl.XVI:h
XHev/Se24	-536	14	DJD27 pl.XVI:m
XHev/Se28	-536	15	DJD27 pl.XIX
4Q9999	-71	34	
4Q9999	-71	35	
4Q9999	-71	36	
4Q9999	-71	37	
4Q9999	-71	38	
4Q9999	-71	39	
4Q9999	-71	40	
4Q9999	-71	41	
4Q9999	-71	42	
4Q9999	-71	43	
4Q9999	-71	44	
4Q9999	-71	45	
4Q9999	-71	46	
4Q9999	-72	1	
4Q9999	-72	2	
4Q9999	-72	3	
4Q9999	-72	4	
4Q9999	-72	5	
4Q9999	-72	6	
4Q9999	-72	7	
4Q9999	-72	8	
4Q9999	-72	9	
4Q9999	-72	10	
4Q9999	-72	11	
4Q9999	-72	12	
4Q9999	-72	13	
4Q9999	-72	14	
4Q9999	-72	15	
4Q9999	-72	16	
4Q9999	-72	17	
4Q9999	-72	18	
4Q9999	-72	19	
4Q9999	-72	20	
4Q9999	-72	21	
4Q9999	-72	22	
4Q9999	-72	23	
4Q9999	-72	24	
4Q9999	-72	25	
4Q9999	-72	26	
4Q9999	-72	27	
4Q9999	-72	28	
4Q9999	-72	29	
4Q9999	-72	30	
4Q9999	-72	31	
4Q9999	-72	32	
4Q9999	-72	33	
4Q9999	-72	34	
4Q9999	-72	35	
4Q9999	-72	36	
4Q9999	-72	37	
4Q9999	-72	38	
4Q9999	-72	39	
4Q9999	-72	40	
4Q9999	-72	41	
4Q9999	-72	42	
4Q9999	-72	43	
4Q9999	-72	44	
4Q9999	-72	45	
4Q9999	-72	46	
4Q9999	-72	47	
4Q9999	-72	48	
4Q9999	-72	49	
4Q9999	-72	50	
4Q9999	-72	51	
4Q9999	-72	52	
4Q9999	-72	53	
4Q9999	-72	54	
4Q9999	-72	55	
4Q9999	-73	1	
4Q9999	-73	2	
4Q9999	-73	3	
4Q9999	-73	4	
4Q9999	-73	5	
4Q9999	-73	6	
4Q9999	-73	7	
4Q9999	-73	8	
4Q9999	-73	9	
4Q9999	-73	10	
4Q9999	-73	11	
4Q9999	-73	12	
4Q9999	-73	13	
4Q9999	-73	14	
4Q9999	-73	15	
4Q9999	-73	16	
4Q9999	-73	17	
4Q9999	-73	18	
4Q9999	-73	19	
4Q9999	-73	20	
4Q9999	-73	21	
4Q9999	-73	22	
4Q9999	-73	23	
6Q26	-784	1	DJD3 pl.XXIX:1
6Q26	-784	2	DJD3 pl.XXIX:2
6Q26	-784	3	DJD3 pl.XXIX:3
6Q26	-784	4	DJD3 pl.XXIX:7
6Q26	-784	5	DJD3 pl.XXIX:4
6Q26	-784	6	DJD3 pl.XXIX:9
6Q26	-784	7	DJD3 pl.XXIX:5
6Q26	-784	8	DJD3 pl.XXIX:6
6Q26	-784	9	DJD3 pl.XXIX:8
6Q27	-784	10	DJD3 pl.XXIX:3
6Q27	-784	11	DJD3 pl.XXIX:10
6Q27	-784	12	DJD3 pl.XXIX:8
6Q27	-784	13	DJD3 pl.XXIX:2
6Q27	-784	14	DJD3 pl.XXIX:9
6Q27	-784	15	DJD3 pl.XXIX:1
6Q27	-784	16	DJD3 pl.XXIX:7
6Q27	-784	17	DJD3 pl.XXIX:4
6Q27	-784	18	DJD3 pl.XXIX:6
6Q27	-784	19	DJD3 pl.XXIX:5
6Q28	-784	20	DJD3 pl.XXIX:3
6Q28	-784	21	DJD3 pl.XXIX:1
6Q28	-784	22	DJD3 pl.XXIX:4
6Q28	-784	23	DJD3 pl.XXIX:2
6Q28	-784	24	DJD3 pl.XXIX:6
6Q28	-784	25	DJD3 pl.XXIX:5
6Q28	-784	26	DJD3 pl.XXIX:7
6Q29	-784	27	DJD3 pl.XXIX
6Q29	-784	28	DJD3 pl.XXIX:1
6Q30	-784	29	DJD3 pl.XXIX:2
6Q31	-784	31	DJD3 pl.XXIX:5
6Q31	-784	32	DJD3 pl.XXIX:3
6Q31	-784	33	DJD3 pl.XXIX:2
6Q31	-784	34	DJD3 pl.XXIX:4
6Q31	-784	35	DJD3 pl.XXIX:8
6Q31	-784	36	DJD3 pl.XXIX:10
6Q31	-784	37	DJD3 pl.XXIX:7
6Q31	-784	38	DJD3 pl.XXIX:9
6Q31	-784	39	DJD3 pl.XXIX:11
6Q31	-784	40	DJD3 pl.XXIX:6
6Q31	-784	41	DJD3 pl.XXIX:13
6Q31	-784	42	DJD3 pl.XXIX:12
6Q31	-784	43	DJD3 pl.XXIX:20
6Q31	-784	44	DJD3 pl.XXIX:21
6Q31	-784	45	DJD3 pl.XXIX:17
6Q31	-784	46	DJD3 pl.XXIX:16
6Q31	-784	47	DJD3 pl.XXIX:19
6Q31	-784	48	DJD3 pl.XXIX:18
6Q31	-784	49	DJD3 pl.XXIX:14
6Q31	-784	50	DJD3 pl.XXIX:15
4Q9999	-73	24	
4Q9999	-73	25	
4Q9999	-73	26	
4Q9999	-73	27	
4Q9999	-73	28	
4Q9999	-73	29	
4Q9999	-73	30	
4Q9999	-73	31	
4Q9999	-73	32	
4Q9999	-73	33	
4Q9999	-73	34	
4Q9999	-73	35	
4Q9999	-73	36	
4Q9999	-73	37	
4Q9999	-73	38	
4Q9999	-73	39	
4Q9999	-73	40	
4Q9999	-73	41	
4Q9999	-73	42	
4Q9999	-73	43	
4Q9999	-73	44	
4Q9999	-73	45	
4Q9999	-73	46	
4Q9999	-73	47	
6Q31	-784	30	DJD3 pl.XXIX:1
4Q9999	-73	48	
4Q9999	-73	49	
4Q9999	-73	50	
4Q9999	-74	1	
4Q9999	-74	2	
4Q9999	-74	3	
4Q9999	-74	4	
4Q9999	-74	5	
4Q9999	-74	6	
4Q9999	-74	7	
4Q9999	-74	8	
4Q9999	-74	9	
4Q9999	-74	10	
4Q9999	-74	11	
4Q9999	-74	12	
4Q9999	-74	13	
4Q9999	-74	14	
4Q9999	-74	15	
4Q9999	-74	16	
4Q9999	-74	17	
4Q9999	-74	18	
4Q9999	-74	19	
4Q9999	-74	20	
4Q9999	-74	21	
4Q9999	-74	22	
4Q9999	-74	23	
4Q9999	-74	24	
4Q9999	-74	25	
4Q9999	-74	26	
4Q9999	-74	27	
4Q9999	-74	28	
4Q9999	-74	29	
4Q9999	-74	30	
4Q9999	-74	31	
4Q9999	-74	32	
Mas732	(*56)	2	MAS2 pl.7
Mas 744b	(*56)	1	MAS2 pl.9b
4Q9999	-74	33	
4Q9999	-74	34	
4Q9999	-74	35	
4Q9999	-74	36	
4Q9999	-74	37	
4Q9999	-74	38	
4Q9999	-74	39	
4Q9999	-74	40	
4Q9999	-74	41	
4Q9999	-74	42	
4Q9999	-74	43	
4Q9999	-74	44	
4Q9999	-74	45	
4Q9999	-74	46	
4Q9999	-74	47	
4Q22	-1133	1	DJD9 pl.XXII
4Q22	-1133	2	DJD9 pl.XXI
4Q22	-1133	3	DJD9 pl.XXI
4Q22	-1133	4	DJD9 pl.XXII
4Q22	-1133	5	DJD9 pl.XXI
4Q22	-1133	6	DJD9 pl.XXI
4Q22	-1133	7	DJD9 pl.XXII
4Q22	-1133	8	DJD9 pl.XXI
4Q22	-1133	9	DJD9 pl.XXI
4Q22	-1133	10	DJD9 pl.XXI
4Q22	-1133	11	DJD9 pl.XXI
4Q22	-1133	12	DJD9 pl.XXI
4Q22	-1133	13	DJD9 pl.XXI
4Q22	-1133	14	DJD9 pl.XXI
4Q22	-1133	15	DJD9 pl.XXI
4Q22	-1133	16	DJD9 pl.XXI
4Q9999	-74	48	
4Q9999	-74	49	
4Q9999	-74	50	
4Q9999	-74	51	
4Q9999	-74	52	
4Q9999	-75	3	
4Q9999	-77	119	
4Q9999	-79	1	
4Q9999	-79	2	
4Q9999	-79	3	
4Q9999	-79	4	
4Q9999	-79	5	
4Q9999	-79	6	
4Q9999	-79	7	
4Q9999	-79	8	
4Q9999	-79	9	
4Q9999	-79	10	
4Q9999	-79	11	
4Q9999	-79	12	
4Q9999	-79	13	
4Q9999	-79	14	
4Q9999	-79	15	
4Q9999	-79	16	
4Q9999	-79	17	
4Q9999	-79	18	
4Q9999	-79	19	
4Q9999	-79	20	
4Q9999	-79	21	
4Q9999	-79	22	
4Q9999	-79	23	
4Q9999	-79	24	
4Q9999	-79	25	
4Q9999	-79	26	
4Q9999	-79	27	
4Q9999	-79	28	
4Q9999	-79	29	
4Q9999	-79	30	
4Q9999	-79	31	
4Q9999	-79	32	
4Q9999	-79	33	
4Q9999	-79	34	
4Q9999	-79	35	
4Q9999	-79	36	
4Q9999	-79	37	
4Q9999	-79	38	
4Q9999	-79	39	
4Q9999	-79	40	
4Q9999	-79	41	
4Q9999	-79	42	
4Q9999	-79	43	
4Q9999	-79	44	
4Q9999	-79	45	
4Q9999	-79	46	
4Q9999	-79	47	
4Q9999	-79	48	
4Q9999	-79	49	
4Q9999	-79	50	
4Q9999	-79	51	
4Q9999	-79	52	
4Q9999	-79	53	
4Q9999	-79	54	
4Q9999	-79	55	
4Q9999	-79	56	
4Q9999	-79	57	
4Q9999	-79	58	
4Q9999	-79	59	
4Q9999	-79	60	
4Q9999	-79	61	
4Q9999	-79	62	
4Q9999	-79	63	
4Q9999	-79	64	
4Q9999	-79	65	
4Q9999	-79	66	
4Q9999	-79	67	
4Q9999	-79	68	
4Q9999	-80	1	
4Q9999	-80	2	
4Q9999	-80	3	
4Q9999	-80	4	
4Q9999	-80	5	
4Q9999	-80	6	
4Q9999	-80	7	
4Q9999	-80	8	
4Q9999	-80	9	
4Q9999	-80	10	
4Q9999	-80	11	
4Q9999	-80	12	
4Q9999	-80	13	
4Q9999	-80	14	
4Q9999	-80	15	
4Q9999	-80	16	
4Q9999	-80	17	
4Q9999	-80	18	
4Q9999	-80	19	
4Q9999	-80	20	
4Q9999	-80	21	
4Q9999	-80	22	
4Q9999	-80	23	
4Q9999	-80	24	
4Q9999	-80	25	
4Q9999	-80	26	
4Q9999	-80	27	
4Q9999	-80	28	
4Q9999	-80	29	
4Q9999	-80	30	
4Q9999	-80	31	
4Q9999	-80	32	
4Q9999	-80	33	
4Q9999	-80	34	
4Q9999	-80	35	
4Q9999	-80	36	
4Q9999	-80	37	
4Q9999	-80	38	
4Q9999	-80	39	
4Q9999	-80	40	
4Q9999	-80	41	
4Q9999	-80	42	
4Q9999	-80	43	
4Q9999	-80	44	
4Q9999	-80	45	
4Q9999	-80	46	
4Q9999	-80	47	
4Q9999	-80	48	
4Q9999	-80	49	
