Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q38	-1090	7	DJD14 pl.XXV:6
4Q38	-1090	8	DJD14 pl.XXV:7
4Q38	-1090	9	DJD14 pl.XXV:8
4Q38	-1090	10	DJD14 pl.XXV:9
4Q38	-1090	11	DJD14 pl.XXV:10
4Q38	-1090	12	DJD14 pl.XXIV:2
4Q38	-1090	13	DJD14 pl.XXIV:3
4Q38	-1090	14	DJD14 pl.XXV:1
4Q38	-1090	15	DJD14 pl.XXV:12
4Q38	-1090	16	DJD14 pl.XXIV:4
4Q38	-1090	17	DJD14 pl.XXIV:5
4Q76	-1114	1	DJD15 pl.XLI:8
4Q76	-1114	2	DJD15 pl.XL:5+6
4Q76	-1114	3	DJD15 pl.XL:4ii
4Q76	-1114	4	DJD15 pl.XLI:9i+10
4Q319	-708	50	
4Q81	-1115	1	DJD15 pl.XLVIII:1
4Q81	-1115	2	DJD15 pl.XLVIII:2+3
4Q81	-1115	3	DJD15 pl.XLVIII:4
4Q319	-708	51	
4Q99	-1116	1	DJD16 pl.XXI:1
4Q99	-1116	2	DJD16 pl.XXI:14
4Q99	-1116	3	DJD16 pl.XXI:2
4Q99	-1116	4	DJD16 pl.XXI:7
4Q99	-1116	5	DJD16 pl.XXI:4
4Q99	-1116	6	DJD16 pl.XXI:5
4Q99	-1116	7	DJD16 pl.XXI:3
4Q99	-1116	8	DJD16 pl.XXI:15
4Q99	-1116	9	DJD16 pl.XXI:23
4Q99	-1116	10	DJD16 pl.XXI:6
4Q99	-1116	11	DJD16 pl.XXI:17
4Q99	-1116	12	DJD16 pl.XXI:9
4Q99	-1116	13	DJD16 pl.XXI:18
4Q99	-1116	14	DJD16 pl.XXI:8+10
4Q99	-1116	15	DJD16 pl.XXI:16
4Q99	-1116	16	DJD16 pl.XXI:11
4Q99	-1116	17	DJD16 pl.XXI:12
4Q99	-1116	18	DJD16 pl.XXI:13
4Q99	-1116	19	DJD16 pl.XXI:19
4Q99	-1116	20	DJD16 pl.XXI:20
4Q99	-1116	21	DJD16 pl.XXI:21
4Q99	-1116	22	DJD16 pl.XXI:22
4Q70	-1111	1	DJD15 pl.XXVIII:29
4Q70	-1111	2	DJD15 pl.XXVIII:31
4Q70	-1111	3	DJD15 pl.XXVIII:33+34+35
4Q70	-1111	4	DJD15 pl.XXIX:43
4Q70	-1111	5	DJD15 pl.XXIX:39
4Q70	-1111	6	DJD15 pl.XXIV:10
4Q70	-1111	7	DJD15 pl.XXIX:38
4Q70	-1111	8	DJD15 pl.XXV:19
4Q70	-1111	9	DJD15 pl.XXIX:48
4Q70	-1111	10	DJD15 pl.XXIX:37
4Q70	-1111	11	DJD15 pl.XXIX:42
4Q70	-1111	12	DJD15 pl.XXIX:41
4Q70	-1111	13	DJD15 pl.XXIX:44
4Q70	-1111	14	DJD15 pl.XXIX:40
4Q70	-1111	15	DJD15 pl.XXVI:24
4Q70	-1111	16	DJD15 pl.XXVII:27
4Q70	-1111	17	DJD15 pl.XXVI:23
4Q70	-1111	18	DJD15 pl.XXIX:49
4Q70	-1111	19	DJD15 pl.XXVIII:36
4Q70	-1111	20	DJD15 pl.XXIX:45
4Q70	-1111	21	DJD15 pl.XXIX:47
4Q70	-1111	22	DJD15 pl.XXIX:46
4Q70	-1111	23	DJD15 pl.XXIV:3
4Q70	-1111	24	DJD15 pl.XXVIII:30
4Q70	-1111	25	DJD15 pl.XXIX:50
4Q77	-1113	1	DJD15 pl.XLIII:1
4Q77	-1113	2	DJD15 pl.XLIII:2
4Q77	-1113	3	DJD15 pl.XLIII:5
4Q77	-1113	4	DJD15 pl.XLIII:4
4Q77	-1113	5	DJD15 pl.XLIII:6
4Q77	-1113	6	DJD15 pl.XLIII:3
4Q70	-1109	1	DJD15 pl.XXVIII:32
4Q70	-1109	2	DJD15 pl.XXV:11
4Q70	-1109	3	DJD15 pl.XXV:12
4Q70	-1109	4	DJD15 pl.XXIV:1
4Q70	-1109	5	DJD15 pl.XXIV:2
4Q70	-1109	6	DJD15 pl.XXIV:7
4Q70	-1109	7	DJD15 pl.XXV:14
4Q70	-1109	8	DJD15 pl.XXIV:5
4Q70	-1109	9	DJD15 pl.XXV:13
4Q70	-1109	10	DJD15 pl.XXIV:6
4Q70	-1109	11	DJD15 pl.XXIV:4
4Q70	-1109	12	DJD15 pl.XXIV:8
4Q70	-1109	13	DJD15 pl.XXIV:4 (right)
4Q70	-1109	14	DJD15 pl.XXIV:9
4Q70	-1109	15	DJD15 pl.XXV:15
4Q70	-1109	16	DJD15 pl.XXV:16
4Q70	-1109	17	DJD15 pl.XXV:17+20
4Q70	-1109	18	DJD15 pl.XXV:18
4Q51	-1107	1	DJD17 pl.V:b
4Q51	-1107	2	DJD17 pl.XIXb:153
4Q51	-1107	3	DJD17 pl.XII:1
4Q51	-1107	4	DJD17 pl.XVI:74
4Q51	-1107	5	DJD17 pl.XIV:58
4Q51	-1107	6	DJD17 pl.IV:b
4Q51	-1107	7	DJD17 pl.XIII:39
4Q51	-1107	8	DJD17 pl.I:a
4Q51	-1107	9	DJD17 pl.XXI:1.5
4Q51	-1107	10	DJD17 pl.XXI:1.11
4Q51	-1107	11	DJD17 pl.XXI:1.4
4Q51	-1107	12	DJD17 pl.XXI:2.9
4Q51	-1107	13	DJD17 pl.XIV:60
4Q51	-1107	14	DJD17 pl.XIII:30
4Q51	-1107	15	DJD17 pl.XIV:59
4Q51	-1107	16	DJD17 pl.XIIa:11
4Q51	-1107	17	DJD17 pl.XXI:2.2
4Q51	-1107	18	DJD17 pl.XXI:2.11
4Q51	-1107	19	DJD17 pl.XXI:2.10
4Q51	-1107	20	DJD17 pl.XXI:2.12
4Q51	-1107	21	DJD17 pl.IX:g
4Q51	-1107	22	DJD17 pl.XVII:94
4Q51	-1107	23	DJD17 pl.XXI:2.7
4Q51	-1107	24	DJD17 pl.XXI:3.2
4Q51	-1107	25	DJD17 pl.XII:3
4Q51	-1107	26	DJD17 pl.XX:160
4Q51	-1107	27	DJD17 pl.XXI:3.7
4Q51	-1107	28	DJD17 pl.XVIIIa:111
4Q51	-1107	29	DJD17 pl.XXI:3.3
4Q51	-1107	30	DJD17 pl.XXI:3.5
4Q319	-708	52	
4Q51	-1107	32	DJD17 pl.XIII:35
4Q51	-1107	33	DJD17 pl.XII:7
4Q51	-1107	34	DJD17 pl.XXI:3.12
4Q51	-1107	35	DJD17 pl.XXI:3.5
4Q51	-1107	36	DJD17 pl.XXI:3.1
4Q319	-708	53	
4Q51	-1107	38	DJD17 pl.XIXb:137 (top)
4Q319	-708	54	
4Q51	-1107	40	DJD17 pl.II:b
4Q51	-1107	41	DJD17 pl.XXI:4.8
4Q51	-1107	42	DJD17 pl.XXI:4.10
4Q51	-1107	43	DJD17 pl.XXI:4.7
4Q51	-1107	44	DJD17 pl.XIIa:13
4Q51	-1107	45	DJD17 pl.XIIIb:46
4Q51	-1107	46	DJD17 pl.XXI:4.9
4Q51	-1107	47	DJD17 pl.XVI:71
4Q51	-1107	48	DJD17 pl.XIXb:140
4Q51	-1107	49	DJD17 pl.XXI:4.4
4Q51	-1107	50	DJD17 pl.VII:b
4Q51	-1107	51	DJD17 pl.XXI:4.5
4Q51	-1107	52	DJD17 pl.XI:c
4Q51	-1107	53	DJD17 pl.XIXa:122
4Q51	-1107	54	DJD17 pl.XIXa:125
4Q51	-1107	55	DJD17 pl.XXI:5.11
4Q51	-1107	56	DJD17 pl.XX:155
4Q51	-1107	57	DJD17 pl.IX:i
4Q51	-1107	58	DJD17 pl.IV:c
4Q51	-1107	59	DJD17 pl.XX:163
4Q51	-1107	60	DJD17 pl.XIIa:16
4Q51	-1107	61	DJD17 pl.XXI:5.6
4Q51	-1107	62	DJD17 pl.XXI:5.7
4Q51	-1107	63	DJD17 pl.XIXb:149
4Q51	-1107	64	DJD17 pl.XIII:31
4Q319	-708	55	
4Q319	-708	56	
4Q51	-1107	67	DJD17 pl.XVII:96
4Q51	-1107	68	DJD17 pl.XXI:6.9
4Q51	-1107	69	DJD17 pl.XXI:6.11
4Q51	-1107	70	DJD17 pl.XXI:6.12
4Q319	-708	57	
4Q51	-1107	72	DJD17 pl.XXI:6.10
4Q51	-1107	73	DJD17 pl.XXI:6.8
4Q51	-1107	74	DJD17 pl.XIX:112
4Q51	-1107	75	DJD17 pl.XIIa:17
4Q51	-1107	76	DJD17 pl.XVIIIa:110
4Q51	-1107	77	DJD17 pl.XXI:6.3
4Q51	-1107	78	DJD17 pl.XIIa:8
4Q51	-1107	79	DJD17 pl.XXI:6.6
4Q319	-708	58	
4Q51	-1107	81	DJD17 pl.XI:e
4Q51	-1107	82	DJD17 pl.XX:157
4Q319	-708	59	
4Q51	-1107	84	DJD17 pl.XXI:7.5
4Q319	-708	60	
4Q51	-1107	86	DJD17 pl.XXI:7.6
4Q51	-1107	87	DJD17 pl.XXI:7.8
4Q51	-1107	88	DJD17 pl.XXI:7.2
4Q51	-1107	89	DJD17 pl.XXI:7.4
4Q51	-1107	90	DJD17 pl.XV:61i
4Q51	-1107	91	DJD17 pl.XXI:7.1
4Q51	-1107	92	DJD17 pl.XI:h
4Q51	-1107	93	DJD17 pl.XXI:8.13
4Q51	-1107	94	DJD17 pl.XXI:8.9
4Q51	-1107	95	DJD17 pl.XXI:8.8
4Q51	-1107	96	DJD17 pl.XXI:8.6
4Q51	-1107	97	DJD17 pl.XXI:8.7
4Q51	-1107	98	DJD17 pl.XIIa:19
4Q51	-1107	99	DJD17 pl.XXI:8.2
4Q51	-1107	100	DJD17 pl.XXI:8.11
4Q51	-1107	101	DJD17 pl.XXI:8.12
4Q51	-1107	102	DJD17 pl.XXI:8.5
4Q319	-708	61	
4Q51	-1107	104	DJD17 pl.XIV:59
4Q51	-1107	105	DJD17 pl.XIX:115
4Q51	-1107	106	DJD17 pl.XXI:9.13
4Q51	-1107	107	DJD17 pl.XIIIa:42b
4Q51	-1107	108	DJD17 pl.XXI:8.4
4Q51	-1107	109	DJD17 pl.XXI:9.2
4Q51	-1107	110	DJD17 pl.XIX:115 (TOP)
4Q51	-1107	111	DJD17 pl.XXI:9.12
4Q51	-1107	112	DJD17 pl.XXI:9.10
4Q51	-1107	113	DJD17 pl.XXI:9.5
4Q319	-708	62	
4Q51	-1107	115	DJD17 pl.XXI:9.8
4Q51	-1107	116	DJD17 pl.XXI:9.11
4Q51	-1107	117	DJD17 pl.XXI:9.3
4Q51	-1107	118	DJD17 pl.XIIb:25
4Q51	-1107	119	DJD17 pl.XXI:9.7
4Q51	-1107	120	DJD17 pl.XIIa:18
4Q51	-1107	121	DJD17 pl.XIIIa:42c
4Q51	-1107	122	DJD17 pl.XXI:10.5
4Q51	-1107	123	DJD17 pl.XXI:10.2
4Q51	-1107	124	DJD17 pl.XXI:10.3
4Q51	-1107	125	DJD17 pl.XXI:10.1
4Q54	-1108	1	DJD14 pl.XXXVII:1
4Q54	-1108	2	DJD14 pl.XXXVII:2i+2ii
4Q54	-1108	3	DJD14 pl.XXXVII:6
4Q54	-1108	4	DJD14 pl.XXXVII:3
4Q54	-1108	5	DJD14 pl.XXXVII:4
4Q54	-1108	6	DJD14 pl.XXXVII:5
4Q54	-1108	7	DJD14 pl.XXXVII:7
4Q54	-1108	8	DJD14 pl.XXXVII:8
4Q319	-708	63	
4Q51	-1106	1	DJD17 pl.XIXb:134
4Q51	-1106	2	DJD17 pl.XX:164
4Q51	-1106	3	DJD17 pl.XIXb:145
4Q51	-1106	4	DJD17 pl.XIXa:128
4Q51	-1106	5	DJD17 pl.XVa:63
4Q51	-1106	6	DJD17 pl.XV:61i
4Q51	-1106	7	DJD17 pl.XXII:1.5
4Q51	-1106	8	DJD17 pl.XV:61i
4Q51	-1106	9	DJD17 pl.XVIII:101
4Q51	-1106	10	DJD17 pl.XIX:117
4Q51	-1106	11	DJD17 pl.XVII:93
4Q51	-1106	12	DJD17 pl.XV:61i
4Q51	-1106	13	DJD17 pl.XIXa:131
4Q51	-1106	14	DJD17 pl.XVI:80
4Q51	-1106	15	DJD17 pl.V:b
4Q51	-1106	16	DJD17 pl.XIIIb:49
4Q51	-1106	17	DJD17 pl.XIXa:130
4Q51	-1106	18	DJD17 pl.XIXa:133
4Q51	-1106	19	DJD17 pl.XVa:63
4Q51	-1106	20	DJD17 pl.XI:d
4Q51	-1106	21	DJD17 pl.XVII:99
4Q51	-1106	22	DJD17 pl.XXII:3.1
4Q51	-1106	23	DJD17 pl.XV:62
4Q51	-1106	24	DJD17 pl.XXII:4.2
4Q51	-1106	25	DJD17 pl.VIII:a
4Q51	-1106	26	DJD17 pl.XXII:4.1
4Q51	-1106	27	DJD17 pl.XVIIIa:106i
4Q51	-1106	28	DJD17 pl.XVIIIa:107
4Q51	-1106	29	DJD17 pl.XIX:138
4Q51	-1106	30	DJD17 pl.XV:61i
4Q51	-1106	31	DJD17 pl.XVa:63
4Q51	-1106	32	DJD17 pl.XIIIb:45
4Q51	-1106	33	DJD17 pl.XIIb:20
4Q51	-1106	34	DJD17 pl.XIV:51
4Q51	-1106	35	DJD17 pl.X:c
4Q51	-1106	36	DJD17 pl.XXII:5.4
4Q51	-1106	37	DJD17 pl.XVIIIa:109a
4Q51	-1106	38	DJD17 pl.XIXb:145
4Q51	-1106	39	DJD17 pl.XII:4
4Q51	-1106	40	DJD17 pl.XIXb:147
4Q51	-1106	41	DJD17 pl.XIX:119
4Q51	-1106	42	DJD17 pl.XIXb:144
4Q51	-1106	43	DJD17 pl.XV:61i
4Q51	-1106	44	DJD17 pl.XI:f
4Q51	-1106	45	DJD17 pl.XVI:73
4Q51	-1106	46	DJD17 pl.XVa:65
4Q51	-1106	47	DJD17 pl.XIXa:127
4Q51	-1106	48	DJD17 pl.XXII:7.8
4Q51	-1106	49	DJD17 pl.XIXb:142
4Q51	-1106	50	DJD17 pl.XX:165
4Q51	-1106	51	DJD17 pl.XIV:52b
4Q51	-1106	52	DJD17 pl.VI:b
4Q51	-1106	53	DJD17 pl.XIII:40
4Q51	-1106	54	DJD17 pl.XVIa:84
4Q51	-1106	55	DJD17 pl.VIII:a
4Q51	-1106	56	DJD17 pl.XXII:8.1
4Q51	-1106	57	DJD17 pl.XIXb:146b
4Q51	-1106	58	DJD17 pl.XVIIIa:106i
4Q51	-1106	59	DJD17 pl.XXII:8.4
4Q51	-1106	60	DJD17 pl.XXII:8.10
4Q51	-1106	61	DJD17 pl.XIIa:14
4Q51	-1106	62	DJD17 pl.XXII:8.6
4Q51	-1106	63	DJD17 pl.VI:c
4Q51	-1106	64	DJD17 pl.XIXb:152
4Q51	-1106	65	DJD17 pl.XXII:8.5
4Q319	-708	64	
4Q51	-1103	1	DJD17 pl.XVIIIa:105
4Q51	-1103	2	DJD17 pl.XVIIIa:103
4Q51	-1103	3	DJD17 pl.XVIIIa:104
4Q51	-1103	4	DJD17 pl.XVIII:100+101
4Q51	-1103	5	DJD17 pl.XVIIIa:106
4Q320	-682	8	
4Q51	-1103	7	DJD17 pl.XVIIIa:106
4Q51	-1103	8	DJD17 pl.XVIII:102
4Q51	-1103	9	DJD17 pl.XVIIIa:107+108
4Q51	-1104	1	DJD17 pl.XIX:116 (top)
4Q51	-1104	2	DJD17 pl.XIX:113
4Q51	-1104	3	DJD17 pl.XIXa:123
4Q51	-1104	4	DJD17 pl.XIXb:139
4Q51	-1104	5	DJD17 pl.XIXa:124
4Q51	-1104	6	DJD17 pl.XIX:114a
4Q51	-1104	7	DJD17 pl.XIXb:141
4Q51	-1104	8	DJD17 pl.XIXa:126
4Q51	-1104	9	DJD17 pl.XIXb:143
4Q51	-1104	10	DJD17 pl.XIX:116 (bottom)
4Q51	-1104	11	DJD17 pl.XIXa:129 (top)
4Q51	-1104	12	DJD17 pl.XIXb:145
4Q51	-1104	13	DJD17 pl.XIXa:129 (bottom)
4Q51	-1104	14	DJD17 pl.XIXb:146a
4Q51	-1104	15	DJD17 pl.XIX:118
4Q51	-1104	16	DJD17 pl.XIXb:148
4Q51	-1104	17	DJD17 pl.XIXa:132
4Q51	-1104	18	DJD17 pl.XIX:120
4Q51	-1104	19	DJD17 pl.XIXb:151
4Q51	-1104	20	DJD17 pl.XIXb:136
4Q51	-1104	21	DJD17 pl.XIX:121
4Q51	-1104	22	DJD17 pl.XIXb:154
4Q51	-1104	23	DJD17 pl.XIXb:135
4Q51	-1104	24	DJD17 pl.XIXb:137 (bottom)
4Q51	-1102	1	DJD17 pl.XVII:87
4Q51	-1102	2	DJD17 pl.XVII:86
4Q51	-1102	3	DJD17 pl.XVII:93
4Q51	-1102	4	DJD17 pl.XVII:82
4Q51	-1102	5	DJD17 pl.XVII:89+90+91+92
4Q51	-1102	6	DJD17 pl.XVII:97
4Q51	-1102	7	DJD17 pl.XVII:98
4Q51	-1102	8	DJD17 pl.XVII:99
4Q51	-1101	1	DJD17 pl.XVI:68
4Q51	-1101	2	DJD17 pl.XVI:79
4Q51	-1101	3	DJD17 pl.XVI:78
4Q51	-1101	4	DJD17 pl.XVI:81
4Q51	-1101	5	DJD17 pl.XVI:69+70+72
4Q51	-1101	6	DJD17 pl.XVI:82
4Q51	-1101	7	DJD17 pl.XVI:75
4Q51	-1101	8	DJD17 pl.XVI:83
4Q51	-1101	9	DJD17 pl.XVI:76
4Q51	-1101	10	DJD17 pl.XVI:77
4Q51	-1101	11	DJD17 pl.XVIa:85
4Q51	-1100	1	DJD17 pl.XV: + pl.XIV:57a
4Q51	-1100	2	DJD17 pl.XVa:63+64a
4Q51	-1100	3	DJD17 pl.XV:
4Q51	-1100	4	DJD17 pl.XV:61 + pl.XVa:61+64b
4Q51	-1100	5	DJD17 pl.XV:62
4Q51	-1100	6	DJD17 pl.XV:61 (lower right)
4Q51	-1100	7	DJD17 pl.XVa:66
4Q51	-1100	8	DJD17 pl.XIV:56 (right)
4Q324	-240	6	
4Q51	-1100	10	DJD17 pl.XVa:67
4Q51	-1100	11	DJD17 pl.XIV:57b
4Q51	-1099	1	DJD17 pl.XIV:50
4Q51	-1099	2	DJD17 pl.XIV:55
4Q51	-1099	3	DJD17 pl.XIV:51
4Q51	-1099	4	DJD17 pl.XIV:52a+53
4Q51	-1099	5	DJD17 pl.XIV:54
4Q51	-1098	1	DJD17 pl.XIIIa:43
4Q51	-1098	2	DJD17 pl.XIII:29
4Q51	-1098	3	DJD17 pl.XIII:30
4Q51	-1098	4	DJD17 pl.XIII:32
4Q51	-1098	5	DJD17 pl.XIII:33
4Q51	-1098	6	DJD17 pl.XIII:34
4Q51	-1098	7	DJD17 pl.XIIIa:44
4Q51	-1098	8	DJD17 pl.XIII:36
4Q51	-1098	9	DJD17 pl.XIII:38
4Q51	-1098	10	DJD17 pl.XIIIb:47
4Q51	-1098	11	DJD17 pl.XIII:41
4Q51	-1098	12	DJD17 pl.XIIIb:48
4Q324	-240	18	
4Q51	-1097	1	DJD17 pl.XII:2
4Q51	-1097	2	DJD17 pl.XIIa:12
4Q51	-1097	3	DJD17 pl.XII:3
4Q51	-1097	4	DJD17 pl.XII:3
4Q324	-240	17	
4Q51	-1097	6	DJD17 pl.XII:5
4Q51	-1097	7	DJD17 pl.XIIb:22
4Q51	-1097	8	DJD17 pl.XIIb:23
4Q51	-1097	9	DJD17 pl.XII:9
4Q51	-1097	10	DJD17 pl.XIIb:24
4Q51	-1097	11	DJD17 pl.XIIb:26
4Q51	-1097	12	DJD17 pl.XIV:51
4Q51	-1097	13	DJD17 pl.XIIa:9+10b+11
4Q51	-1097	14	DJD17 pl.XIIb:27
4Q51	-1094	1	DJD17 pl.VI:c
4Q51	-1094	2	DJD17 pl.V:a
4Q51	-1094	3	DJD17 pl.VI:d
4Q51	-1094	4	DJD17 pl.VI:e
4Q51	-1094	5	DJD17 pl.V:b
4Q51	-1094	6	DJD17 pl.V:b
4Q51	-1094	7	DJD17 pl.V:c
4Q51	-1094	8	DJD17 pl.VI:f
4Q51	-1095	1	DJD17 pl.VII:a
4Q51	-1095	2	DJD17 pl.IX:b
4Q51	-1095	3	DJD17 pl.VIII:a
4Q51	-1095	4	DJD17 pl.IX:a
4Q51	-1095	5	DJD17 pl.VIII:b
4Q51	-1095	6	DJD17 pl.IX:c
4Q51	-1095	7	DJD17 pl.IX:d
4Q51	-1095	8	DJD17 pl.VIII:c
4Q51	-1095	9	DJD17 pl.VIII:d
4Q51	-1095	10	DJD17 pl.IX:e
4Q51	-1096	1	DJD17 pl.XI:a
4Q51	-1096	2	DJD17 pl.IX:g
4Q51	-1096	3	DJD17 pl.IX:f
4Q51	-1096	4	DJD17 pl.IX:h
4Q51	-1096	5	DJD17 pl.XI:b
4Q51	-1096	6	DJD17 pl.X:a
4Q51	-1096	7	DJD17 pl.XI:g
4Q51	-1096	8	DJD17 pl.X:b
4Q51	-1096	9	DJD17 pl.XI:i
4Q325	(226/1)	1	
4Q47	-1093	1	DJD14 pl.XXXIII:15
4Q47	-1093	2	DJD14 pl.XXXIII:16
4Q47	-1093	3	DJD14 pl.XXXIV:17
4Q47	-1093	4	DJD14 pl.XXXIV:18
4Q47	-1093	5	DJD14 pl.XXXIV:20
4Q47	-1093	6	DJD14 pl.XXXIV:19
4Q47	-1093	7	DJD14 pl.XXXIV:22
4Q47	-1093	8	DJD14 pl.XXXIV:21
4Q47	-1092	1	DJD14 pl.XXXIII:9+12
4Q47	-1092	2	DJD14 pl.XXXII:4+5+6
4Q47	-1092	3	DJD14 pl.XXXII:1+2+3
4Q47	-1092	4	DJD14 pl.XXXIII:13
4Q47	-1092	5	DJD14 pl.XXXII:7+8
4Q47	-1092	6	DJD14 pl.XXXIII:14
4Q47	-1092	7	DJD14 pl.XXXIII:10
4Q47	-1092	8	DJD14 pl.XXXIII:11
4Q525	-424	2	DJD25 pl.X:6
4Q525	-424	1	DJD25 pl.XI:14
4Q525	-424	3	DJD25 pl.X:10
4Q525	-424	4	DJD25 pl.X:10
4Q525	-424	6	DJD25 pl.X:8
4Q525	-424	5	DJD25 pl.X:7
4Q525	-424	8	DJD25 pl.X:11
4Q525	-424	7	DJD25 pl.X:12
4Q525	-424	9	DJD25 pl.X:13
4Q525	-424	18	not found in publication
4Q525	-424	16	DJD25 pl.XIII:44
4Q525	-424	15	not found in publication
4Q525	-424	17	DJD25 pl.XIII:32
4Q525	-424	12	DJD25 pl.XIII:34
4Q525	-424	10	DJD25 pl.X:9
4Q525	-424	13	not found in publication
4Q525	-424	11	DJD25 Pl.XIII:45
4Q525	-424	14	DJD25 Pl.XIII:47
4Q365	-807	16	DJD13 pl.XXVII:19
4Q365	-807	3	DJD13 pl.XXVII:17b
4Q365	-807	2	DJD13 pl.XXV:11
4Q365	-807	1	DJD13 pl.XXV:8a
4Q365	-807	4	DJD13 pl.XXVII:19
4Q365	-807	5	DJD13 pl.XXVII:18
4Q365	-807	6	DJD13 pl.XXV:8b
4Q365	-807	7	DJD13 pl.XXVII:14
4Q365	-807	9	DJD13 pl.XXVII:15
4Q365	-807	11	DJD13 pl.XXV:9
4Q365	-807	13	DJD13 pl.XXVII:15
4Q365	-807	8	DJD13 pl.XXVI:12a
4Q365	-807	15	DJD13 pl.XXV:9a
4Q365	-807	10	DJD13 pl.XXV:9
4Q365	-807	12	DJD13 pl.XXVII:16
4Q365	-807	14	DJD13 pl.XXVII:20
4Q365	-807	18	DJD13 pl.XXVI:13
4Q365	-807	17	DJD13 pl.XXV:10
4Q365	-807	19	DJD13 pl.XXVI:12b
4Q365	-807	20	DJD13 pl.XXVII:17c
4Q17	-1002	1	DJD12 pl.XXII:3
4Q17	-1002	2	DJD12 pl.XXII:2
4Q17	-1002	3	DJD12 pl.XXII:4
4Q17	-1002	4	DJD12 pl.XXII:1
4Q17	-1002	5	DJD12 pl.XXII:2
4Q17	-1002	6	not found in publication
4Q492	-284	1	DJD7 pl.7:1
4Q492	-284	2	DJD7 pl.7:2
4Q492	-284	3	DJD7 pl.7:3
4Q440	-508	1	DJD29 pl.XVI:1
4Q440	-508	3	DJD29 pl.XVI:2
4Q440	-508	2	DJD29 pl.XVI:3
MUR88	-213	1	DJD2 pl.LXI:
4Q275	(679/1)	1	DJD26.pl.22:2
4Q275	(679/1)	2	DJD26.pl.22:3
4Q275	(679/1)	3	DJD26.pl.22:1
4Q474	-444	1	DJD36.pl.XXI:
4Q473	-444	2	DJD22.pl.XXVI:2
4Q473	-444	3	DJD22.pl.XXVI:1
4Q403	-155	1	DJD11 pl.XX:2
4Q403	-155	2	DJD11 pl.XX:2
4Q403	-155	3	DJD11 pl.XX:3
4Q406	-155	5	DJD11 pl.XXXI:1
4Q406	-155	6	DJD11 pl.XXXI:2
4Q406	-155	7	DJD11 pl.XXXI:3
4Q41	-981	1	DJD14 pl.XXVIII
4Q41	-981	2	DJD14 pl.XXV111-XX1X
8Hev1	(530/2)	1	DJD8 pl.VI:8a
4Q33	-317	17	
4Q33	-317	25	
4Q33	-322	13	
4Q340	-346	3	
4Q347	-184	4	
11Q10	-637	1	DJD23 pl.XI:11
11Q10	-637	2	DJD23 pl.XI:10
11Q10	-632	1	DJD23 pl.XII:12
11Q10	-632	2	DJD23 pl.XII:13
4Q352	-184	1	
4Q324	-241	1	DJD28 pl.LXII:1a
4Q324	-241	2	DJD28 pl.LXII:1a
4Q324	-241	3	DJD28 pl.LXII:1c
4Q324	-241	4	DJD28 pl.LXII:2
4Q324	-241	5	DJD28 pl.LIX:4
4Q324	-241	6	DJD28 pl.LXI:11
4Q324	-241	7	DJD28 pl.LXI:2
4Q324	-241	8	DJD28 pl.LXII:1
4Q324	-241	9	DJD28 pl.LX:7
4Q324	-241	10	DJD28 pl.LXI:8
4Q324	-241	11	DJD28 pl.LXI:4
4Q324	-241	12	DJD28 pl.LX:8
4Q324	-241	13	DJD28 pl.LXII:2
4Q324	-241	14	DJD28 pl.LX:12
4Q324	-241	15	DJD28 pl.LX:9
4Q324	-241	16	DJD28 pl.LXI:3
4Q324	-241	17	DJD28 pl.LXII:1b
4Q324	-241	18	DJD28 pl.LXII:3
4Q324	-241	19	DJD28 pl.LXI:9
4Q324	-241	20	DJD28 pl.LXII:4
4Q324	-241	21	DJD28 pl.LIX:6
4Q324	-241	22	DJD28 pl.LXI:7
4Q324	-241	23	DJD28 pl.LIX:3
4Q324	-241	24	DJD28 pl.LIX:3
4Q324	-241	25	DJD28 pl.LIX:3
4Q324	-241	26	DJD28 pl.LXI:1
4Q324	-241	27	DJD28 pl.LXII:2
4Q324	-241	28	DJD28 pl.LXII:2
4Q324	-241	29	DJD28 pl.LXII:6
4Q324	-241	30	DJD28 pl.LXII:5
4Q324	-241	31	DJD28 pl.LIX:3 & 5
4Q324	-241	32	DJD28 pl.LX:9
4Q324	-241	33	DJD28 pl.LXI:12
4Q324	-241	34	DJD28 pl.LXI:10
4Q324	-241	35	DJD28 pl.LXI:11
4Q324	-241	36	DJD28 pl.LXII:9
4Q324	-241	37	DJD28 pl.LXII:8
4Q324	-241	38	DJD28 pl.LIX:2
4Q324	-241	39	DJD28 pl.LIX:1
4Q324	-241	40	DJD28 pl.LXII:7
4Q324	-241	41	DJD28 pl.LXII:11
4Q418	-493	5	DJD34 pl.XV:43
4Q385	-274	7	not found in publication
4Q352	-184	2	
4Q185	-801	2	DJD5 pl.XXX:2
4Q185	-801	1	DJD5 pl.XXX:1
4Q352	-184	3	
4Q185	-801	5	DJD5 pl.XXIX:6
4Q185	-801	4	DJD5 pl.XXIX:4
4Q185	-801	6	DJD5 pl.XXIX:5
4Q352	-184	5	
4Q280	-223	3	DJD29 pl.I:2
4Q280	-223	4	DJD29 pl.I:3
4Q280	-223	5	DJD29 pl.I:1
4Q292	-223	1	DJD29 pl.I:2
4Q292	-223	2	DJD29 pl.I:1
4Q352	-184	6	
4Q303	-350	1	DJD20 pl.XIII
