 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
51,M43286.tif:3446-2955,187824,195.816,83,255,2805,3134,301,624,704.109,339.642,90,0.690,2.073,0.482,1.000
52,M43286.tif:3214-2536,13130,201.842,130,255,2486,3149,101,130,146.689,113.966,90,0.773,1.287,0.777,1.000
53,M43286.tif:3206-2278,31104,200.780,98,255,2197,3110,162,192,216.649,182.797,90,0.780,1.185,0.844,1.000
54,M43286.tif:3414-2414,14385,199.666,136,255,2346,3362,137,105,154.588,118.480,0,0.772,1.305,0.766,1.000
55,M43286.tif:3623-2437,31140,203.098,149,255,2347,3537,180,173,203.108,195.210,0,0.785,1.040,0.961,1.000
56,M43286.tif:3808-2426,11025,206.210,154,255,2374,3756,105,105,118.480,118.480,0,0.785,1.000,1.000,1.000
57,M43286.tif:3467-1859,16800,182.120,81,255,1803,3392,112,150,169.257,126.378,90,0.769,1.339,0.747,1.000
58,M43286.tif:3595-1929,74358,183.794,76,255,1808,3442,243,306,345.284,274.196,90,0.775,1.259,0.794,1.000
59,M43286.tif:3893-1941,18054,207.583,163,255,1865,3834,153,118,172.642,133.149,0,0.772,1.297,0.771,1.000
60,M43286.tif:3254-1935,8137,204.717,152,254,1896,3203,79,103,116.223,89.142,90,0.772,1.304,0.767,1.000
61,M43286.tif:2586-2445,125188,181.173,50,255,2314,2348,263,476,537.108,296.764,90,0.720,1.810,0.553,1.000
62,M43286.tif:2879-2109,24600,197.295,117,255,2034,2797,150,164,185.054,169.257,90,0.784,1.093,0.915,1.000
63,M43286.tif:2888-1875,40716,200.850,108,255,1758,2801,234,174,264.041,196.338,0,0.768,1.345,0.744,1.000
64,M43286.tif:2633-1896,12322,196.657,144,251,1846,2572,101,122,137.662,113.966,90,0.778,1.208,0.828,1.000
65,M43286.tif:2634-2067,11772,199.896,158,255,2013,2580,109,108,122.993,121.865,0,0.785,1.009,0.991,1.000
66,M43286.tif:2432-1980,22797,196.703,129,255,1904,2358,153,149,172.642,168.128,0,0.785,1.027,0.974,1.000
67,M43286.tif:2838-1385,285246,187.850,59,255,1178,2494,414,689,777.453,467.149,90,0.737,1.664,0.601,1.000
68,M43286.tif:2447-1445,26130,183.367,101,251,1345,2382,201,130,226.804,146.689,0,0.749,1.546,0.647,1.000
69,M43286.tif:2492-0979,68774,184.656,66,251,842,2367,274,251,309.176,283.223,0,0.784,1.092,0.916,1.000
70,M43286.tif:2829-0973,13932,187.807,88,248,919,2765,108,129,145.561,121.865,90,0.779,1.194,0.837,1.000
71,M43286.tif:3446-0911,9504,197.525,135,245,845,3410,132,72,148.946,81.243,0,0.717,1.833,0.545,1.000
72,M43286.tif:3721-0948,42861,193.109,121,247,870,3585,157,273,308.048,177.156,90,0.728,1.739,0.575,1.000
73,M43286.tif:4203-1055,42240,175.000,60,245,973,4075,165,256,288.865,186.183,90,0.749,1.552,0.645,1.000
74,M43286.tif:3699-1406,196908,192.127,50,255,1272,3333,269,732,825.974,303.534,90,0.617,2.721,0.367,1.000
75,M43286.tif:4174-3578,76773,195.402,107,249,3497,3939,163,471,531.467,183.926,90,0.600,2.890,0.346,1.000
76,M43286.tif:4200-3286,17346,204.373,148,253,3227,4127,118,147,165.872,133.149,90,0.776,1.246,0.803,1.000
77,M43286.tif:4248-2968,115260,186.872,20,255,2855,3993,226,510,575.473,255.014,90,0.668,2.257,0.443,1.000
78,M43286.tif:4115-2550,41693,185.347,28,255,2430,4029,241,173,271.939,195.210,0,0.764,1.393,0.718,1.000
79,M43286.tif:4429-2576,37260,205.417,130,255,2495,4314,162,230,259.527,182.797,90,0.762,1.420,0.704,1.000
80,M43286.tif:4304-2172,67816,181.952,18,255,2086,4108,173,392,442.325,195.210,90,0.667,2.266,0.441,1.000
81,M43286.tif:4522-2122,83398,193.562,96,255,1993,4361,259,322,363.338,292.250,90,0.776,1.243,0.804,1.000
82,M43286.tif:4644-1830,5394,196.820,135,250,1784,4615,93,58,104.939,65.446,0,0.743,1.603,0.624,1.000
83,M43286.tif:4666-1577,19530,201.470,118,255,1469,4621,217,90,244.858,101.554,0,0.651,2.411,0.415,1.000
84,M43286.tif:4416-1662,48100,184.423,105,255,1570,4286,185,260,293.379,208.750,90,0.763,1.405,0.712,1.000
85,M43286.tif:4151-1741,10586,197.091,118,253,1674,4112,134,79,151.203,89.142,0,0.733,1.696,0.590,1.000
86,M43286.tif:4200-1530,8536,202.776,81,252,1486,4152,88,97,109.453,99.297,90,0.784,1.102,0.907,1.000
87,M43286.tif:4507-1084,30744,172.465,63,244,993,4423,183,168,206.493,189.568,0,0.784,1.089,0.918,1.000
88,M43286.tif:4761-0886,23936,171.630,53,241,818,4673,136,176,198.595,153.460,90,0.772,1.294,0.773,1.000
89,M43286.tif:4746-1121,35156,178.383,80,244,1028,4652,187,188,212.135,211.007,90,0.785,1.005,0.995,1.000
90,M43286.tif:5038-0934,10712,203.181,129,249,882,4987,104,103,117.351,116.223,0,0.785,1.010,0.990,1.000
91,M43286.tif:5033-1246,10400,193.104,108,249,1196,4981,100,104,117.351,112.838,90,0.785,1.040,0.962,1.000
92,M43286.tif:4989-1528,20196,189.354,91,252,1477,4890,102,198,223.419,115.095,90,0.705,1.941,0.515,1.000
93,M43286.tif:4986-1815,13272,196.018,103,251,1736,4944,158,84,178.284,94.784,0,0.712,1.881,0.532,1.000
94,M43286.tif:5000-2181,13114,204.278,130,253,2102,4959,158,83,178.284,93.655,0,0.709,1.904,0.525,1.000
95,M43286.tif:4977-2465,12080,202.359,118,255,2425,4902,80,151,170.385,90.270,90,0.711,1.887,0.530,1.000
96,M43286.tif:4950-2750,31744,204.776,135,255,2688,4822,124,256,288.865,139.919,90,0.691,2.065,0.484,1.000
97,M43286.tif:4987-3098,44091,192.710,99,251,2992,4884,213,207,240.345,233.574,0,0.785,1.029,0.972,1.000
98,M43286.tif:4821-3532,197556,171.216,15,251,3369,4518,326,606,683.798,367.852,90,0.715,1.859,0.538,1.000
99,M43286.tif:5433-2381,131820,206.294,74,255,1874,5368,1014,130,1144.176,146.689,0,0.316,7.800,0.128,1.000
