 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
94,M43661.tif:5190-1366,22952,177.324,49,228,1291,5114,151,152,171.514,170.385,90,0.785,1.007,0.993,1.000
95,M43661.tif:5208-1620,16104,154.239,59,222,1554,5147,132,122,148.946,137.662,0,0.784,1.082,0.924,1.000
96,M43661.tif:5191-1822,12789,169.600,55,227,1779,5118,87,147,165.872,98.169,90,0.734,1.690,0.592,1.000
97,M43661.tif:5192-1895,3618,174.071,66,223,1868,5159,54,67,75.601,60.932,90,0.776,1.241,0.806,1.000
98,M43661.tif:5156-2110,13800,142.808,49,224,2064,5081,92,150,169.257,103.811,90,0.740,1.630,0.613,1.000
99,M43661.tif:5197-2511,10092,177.566,57,227,2468,5139,87,116,130.892,98.169,90,0.769,1.333,0.750,1.000
100,M43661.tif:5224-2820,9718,173.141,77,226,2764,5181,113,86,127.507,97.041,0,0.771,1.314,0.761,1.000
101,M43661.tif:5172-3113,11682,161.070,63,224,3064,5113,99,118,133.149,111.710,90,0.779,1.192,0.839,1.000
102,M43661.tif:5182-3408,20880,187.030,64,226,3321,5122,174,120,196.338,135.406,0,0.759,1.450,0.690,1.000
103,M43661.tif:5127-3771,29290,141.812,48,228,3699,5026,145,202,227.933,163.615,90,0.764,1.393,0.718,1.000
104,M43661.tif:5476-2346,138645,185.889,38,241,1833,5409,1027,135,1158.845,152.331,0,0.323,7.607,0.131,1.000
